Year,Hospitals,Public Health,Administration,COVID-19 Response Funding,Total,Province
2024,37.68510086856169,7.413703585142069,0.498545326338229,0.0,100.0,Man.
2020,-9.057568497014437,4.955726839745789,-13.66681409948528,0.0,0.0,Man.
2021,0.3701916730953991,0.5139423496349549,-7.898400441436726,11.437074226513255,0.0,Man.
2022,12.267166150056095,5.901853192617335,-4.319350331034954,-77.20513325577375,0.0,Man.
2023,-3.095070788920007,-2.1041330389290125,12.586980483490006,0.0,0.0,Man.
2024,-1.4567863330926412,-6.971998680536795,-7.671572613333288,0.0,0.0,Man.
2024,0.0,0.0,0.0,0.0,0.0,Man.
2020,1827.4347300915797,399.05209922087806,28.398280651778236,386.68698169662383,5217.978628761461,Man.
2021,1904.692169268914,416.5182886970309,27.160476701673367,447.4736030165021,5418.5173020496295,Man.
2022,2199.8914639673376,453.7966999224972,26.7353086084778,104.9368870104124,5574.477442900852,Man.
2023,2102.0848099016007,438.0551604571132,29.680860248026,0.0,5496.766302698231,Man.
2024,2195.1537754772694,431.84757477378906,29.04022093969997,0.0,5824.991110236215,Man.
2020,-1.633255036569814,13.524050807436172,-6.61878796282741,0.0,8.163750779195844,Man.
2021,4.227644243877471,4.37691958274482,-4.358728492343977,15.719852024283698,3.843225270851081,Man.
2022,15.49853039043738,8.950005854984688,-1.5653926028823206,-76.54903299255788,2.878280757583407,Man.
2023,-4.445976343276048,-3.468852785415244,11.017458906811209,0.0,-1.394052464981932,Man.
2024,4.427460069036182,-1.417078542539374,-2.158425675578701,0.0,5.971234530688818,Man.
2024,0.0,0.0,0.0,0.0,0.0,Man.
2020,2130.1921334546423,550.8732350289819,40.728831051060645,314.125,6244.171518335878,Sask.
2021,2254.753359272348,498.06551016110063,42.11808442122023,369.8093125,6556.4731325595085,Sask.
2022,2526.1218786308923,476.2554945252768,43.77249271372081,91.2114375,6742.367069646372,Sask.
2023,2750.946590150449,476.08737660085615,45.31373500448345,0.0,7319.01690928508,Sask.
2024,2801.607976906395,477.01676880654526,49.35645033548988,0.0,7506.388328382678,Sask.
2020,-1.814300961268811,20.117212159665023,-8.34555631058278,0.0,6.234844446271648,Sask.
2021,5.847417416554723,-9.586184535740417,3.4109826732270143,17.726800636689212,5.001490002421671,Sask.
2022,12.035397053189032,-4.3789451770650185,3.9280235918494055,-75.33554877691189,2.835273375310776,Sask.
2023,8.899994628976792,-0.0352999443267942,3.5210292930828,0.0,8.55263194189979,Sask.
2024,1.841598340634265,0.1952146289457834,8.921611362661764,0.0,2.560062661692908,Sask.
2024,0.0,0.0,0.0,0.0,0.0,Sask.
2020,34.114888215344145,8.822198964447953,0.652269575418633,5.0306914068196,100.0,Sask.
2021,34.389729259702456,7.596546193222428,0.6423893390497007,5.640369525248619,100.0,Sask.
2022,37.46639499951437,7.063624534317378,0.6492155093539963,1.352810319548264,100.0,Sask.
2023,37.586285484059104,6.504799517499136,0.6191232451860763,0.0,100.0,Sask.
2024,37.32298216324798,6.35481070174427,0.6575259389241349,0.0,100.0,Sask.
2020,-7.576747016946328,13.067621820084096,-13.724687820509295,0.0,0.0,Sask.
2021,0.8056337239724431,-13.892826223538012,-1.5147473899255526,12.119171484113275,0.0,Sask.
2022,8.946466884277338,-7.015315188638205,1.0626219785019542,-76.01557285400314,0.0,Sask.
2023,0.3199947167222383,-7.911306923284056,-4.635173333715237,0.0,0.0,Sask.
2024,-0.7005303062543877,-2.3058176558918952,6.202754304034697,0.0,0.0,Sask.
2024,0.0,0.0,0.0,0.0,0.0,Sask.
2020,1824.7538804257051,471.88610710508937,34.88891510696603,269.08409043795285,5348.849068205272,Sask.
2021,1930.9172896995467,426.5314878091417,36.068928374589454,316.695922621265,5614.808058294825,Sask.
2022,2143.6479280180547,404.1468120293722,37.1450063845726,77.40133627851482,5721.521721120594,Sask.
2023,2275.188705507825,393.7512367398883,37.477026437266055,0.0,6053.241697620707,Sask.
2024,2267.210291564776,386.0273587175431,39.94186662735476,0.0,6074.568965706345,Sask.
2020,-2.0803323905128623,19.791757903693963,-8.59389148454378,0.0,5.947004080716867,Sask.
2021,5.817957720910494,-9.611348715940714,3.382201091680881,17.694034643899116,4.97226574723284,Sask.
2022,11.017076674040728,-5.248071108359975,2.9833933484456843,-75.55973072281115,1.900575437625496,Sask.
2023,6.136305116642382,-2.572227462907306,0.8938484200432306,0.0,5.797757881012533,Sask.
2024,-0.3506704267533744,-1.961613653914096,6.57693639119068,0.0,0.3523280442282894,Sask.
2024,0.0,0.0,0.0,0.0,0.0,Sask.
2020,8604.337713711266,1710.830215110512,137.8435,1263.335568613361,23991.750018450668,Alta.
2021,8862.07471083053,1783.514996346494,152.54725,1654.91489030384,25014.75205642398,Alta.
2022,9223.129904785166,2564.198953801098,175.19570641,419.208900255351,25862.87644627444,Alta.
2023,10160.651306381256,2579.747903649139,188.69748547,0.0,27654.26208451223,Alta.
2024,10131.52294272123,3369.956577856285,237.10792306145223,0.0,29026.67085232743,Alta.
2020,1.527541530687926,-0.1675688515737072,1.4461449015112704,0.0,6.104302007343776,Alta.
2021,2.9954309755712227,4.248509325706928,10.666988287441905,30.99566982985187,4.263974229418777,Alta.
2022,4.074161025898193,43.772211562774885,14.846846737650132,-74.6688544098854,3.3904968873463392,Alta.
2023,10.164894252543078,0.6063862488123961,7.706683763358124,0.0,6.92647487203939,Alta.
2024,-0.2866781152280229,30.63123621844481,25.655051772880544,0.0,4.962738704150116,Alta.
2024,0.0,0.0,0.0,0.0,0.0,Alta.
2020,35.863735271892075,7.130910474620698,0.5745454162117917,5.265708285730731,100.0,Alta.
2021,35.427393766849995,7.129852785762367,0.6098291506384318,6.615755721147934,100.0,Alta.
2022,35.66165551594616,9.914593062097207,0.6774022478665053,1.6208904725898667,100.0,Alta.
2023,36.74171914379784,9.328572556972787,0.6823450392324156,0.0,100.0,Alta.
2024,34.90418516909892,11.609862512311066,0.8168622721762815,0.0,100.0,Alta.
2020,-4.3134542050322295,-5.911042945726552,-4.39016799291524,0.0,0.0,Alta.
2021,-1.2166649729429049,-0.0148324517899367,6.1411567181720805,25.63847752591284,0.0,Alta.
2022,0.6612446589716825,39.05747229305632,11.080660404201904,-75.4995416863938,0.0,Alta.
2023,3.028641301772228,-5.9106864139964905,0.7296685804450531,0.0,0.0,Alta.
2024,-5.001219370022591,24.454866394677826,19.713960710432836,0.0,0.0,Alta.
2024,0.0,0.0,0.0,0.0,0.0,Alta.
2020,1952.2058933047608,388.1638470629035,31.27479441269928,286.63346608750794,5443.398124887418,Alta.
2021,1999.7772126225743,402.4602324448354,34.423148568745205,373.4408921665763,5644.720088029167,Alta.
2022,2044.6359499232335,568.4462235512004,38.83838168778629,92.93261580812994,5733.429702973191,Alta.
2023,2164.009317077594,549.4331348328088,40.18867534699668,0.0,5889.787869229,Alta.
2024,2099.9760644979874,698.4959903762482,49.14571737604368,0.0,6016.401913765688,Alta.
2020,0.3269928268331501,-1.348073116829518,0.2465587011918568,0.0,4.849633763359695,Alta.
2021,2.4367982640029595,3.6830800936531016,10.066746129488614,30.28516776633696,3.6984611179053273,Alta.
2022,2.243186741878622,41.24283040290606,12.82634884552638,-75.11450466258081,1.571550290547652,Alta.
2023,5.838367811093326,-3.344747124822633,3.476699080989309,0.0,2.7271314789946155,Alta.
2024,-2.95901002247444,27.130299593015785,22.287477633214326,0.0,2.149721642746738,Alta.
2024,0.0,0.0,0.0,0.0,0.0,Alta.
2020,8925.165264677205,1793.0435902213278,260.9412435014569,1777.527020355967,25945.8857511901,B.C.
2021,9242.458091515424,1908.1765481374152,284.3244972788365,2244.533358681786,28641.089359169782,B.C.
2022,10187.606848509897,2470.807693686484,333.4374378364471,550.7164156321545,30103.9611637245,B.C.
2023,10808.279360955214,2606.563199367996,359.3094712758794,0.0,32795.17868350881,B.C.
2024,12312.930216307775,2914.638961978506,400.082839306573,0.0,36720.35128266321,B.C.
2020,3.744507084726556,5.290618683316195,4.197910540982819,0.0,12.481691191509036,B.C.
2021,3.555035872489176,6.42109085043916,8.961118397233768,26.272812338588068,10.387788005487764,B.C.
2022,10.226162213947386,29.485277245350105,17.27355223614293,-75.46410199242527,5.10759833960841,B.C.
2023,6.092427021132063,5.494377649397819,7.759186732991474,0.0,8.939745521022168,B.C.
2024,13.921280206617316,11.819232416279355,11.34770199235513,0.0,11.968748934208984,B.C.
2024,0.0,0.0,0.0,0.0,0.0,B.C.
2020,34.39915426386174,6.910704870189615,1.0057133759231476,6.850901285088846,100.0,B.C.
2021,32.26992512614169,6.662374200255375,0.9927153737530818,7.836759735408501,100.0,B.C.
2022,33.841416394019404,8.207583315194498,1.1076198113032438,1.8293818964122632,100.0,B.C.
2023,32.95691560415312,7.948007310839005,1.095616751301799,0.0,100.0,B.C.
2024,33.53162425251929,7.937394006779547,1.0895397928708386,0.0,100.0,B.C.
2020,-7.767650018621019,-6.393104897355661,-7.364559123157576,0.0,0.0,B.C.
2021,-6.189771764118401,-3.593420274760295,-1.2924161576487792,14.390200782273707,0.0,B.C.
2022,4.86983239575185,23.193070045208408,11.574761566928473,-76.6563993515503,0.0,B.C.
2023,-2.6136636232004795,-3.1626362400116736,-1.083680508325502,0.0,0.0,B.C.
2024,1.7438180661959457,-0.133534150691883,-0.5546609636754574,0.0,0.0,B.C.
2024,0.0,0.0,0.0,0.0,0.0,B.C.
2020,1724.302764702081,346.40815359308635,50.412703210670905,343.4104203832125,5012.631274233269,B.C.
2021,1768.32800485882,365.0849151681647,54.39883697899836,429.43891729846587,5479.802007431083,B.C.
2022,1901.991539005381,461.2913903905177,62.25163524496594,102.81688118706076,5620.307131534568,B.C.
2023,1958.3717887519408,472.28792528084193,65.1039363878794,0.0,5942.218053030282,B.C.
2024,2167.3445658902333,513.0400972637303,70.42331536392442,0.0,6463.583599674259,B.C.
2020,2.4401297596769123,3.96680213234637,2.8878325846027897,0.0,11.067461449652717,B.C.
2021,2.553219832269149,5.391547912875416,7.907002629217685,25.051219127029967,9.319870296449697,B.C.
2022,7.558752323058537,26.35180781929556,14.435599549672885,-76.05785664842257,2.5640547580541684,B.C.
2023,2.9642744770590923,2.383858688759588,4.581889506499537,0.0,5.727639325785749,B.C.
2024,10.67074078265138,8.628671156192592,8.170595007271086,0.0,8.773921488426396,B.C.
2024,0.0,0.0,0.0,0.0,0.0,B.C.
2020,112.097849139608,33.21294886771507,10.94907918,32.57882950249999,379.7139654534697,Y.T.
2021,119.79048498523258,35.327792352792095,12.727937249999998,38.2801540075,404.51858514187313,Y.T.
2022,126.62281202848364,46.52075820871203,15.2792120225,9.16046799,424.7490613064577,Y.T.
2023,160.71699923249997,46.636862631731255,18.5658528675,0.0,485.87967570188135,Y.T.
2024,158.5487060575,47.972195009335046,20.351852775,0.0,491.5846864680729,Y.T.
2020,1.113076837186222,-2.5906191626607566,-7.72546393373823,0.0,7.756096427010695,Y.T.
2021,6.862429479841392,6.367526995270145,16.24664540968275,17.500090064814945,6.532448617943443,Y.T.
2022,5.703564055269772,31.683173814384457,20.044683772305703,-76.06992911207922,5.001124029317294,Y.T.
2023,26.92578584998324,0.2495755174460656,21.5105388953313,0.0,14.392171746629876,Y.T.
2024,-1.3491374187886818,2.863255163942457,9.619810736658586,0.0,1.1741612278699076,Y.T.
2024,0.0,0.0,0.0,0.0,0.0,Y.T.
2020,29.521655598243857,8.746833640435328,2.8835071069677856,8.579834419203687,100.0,Y.T.
2021,29.61309798490953,8.73329277081346,3.146440662432369,9.463138509216911,100.0,Y.T.
2022,29.811204676712617,10.952527609036238,3.597232675571708,2.1566776302751367,100.0,Y.T.
2023,33.077530769389554,9.598438659604684,3.8210803612397553,0.0,100.0,Y.T.
2024,32.252572226494145,9.75868376901743,4.140050195872365,0.0,100.0,Y.T.
2020,-6.164866592327023,-9.601976995037,-14.367224569271087,0.0,0.0,Y.T.
2021,0.3097468106467271,-0.1548088162929173,9.11853328986856,10.295118143960714,0.0,Y.T.
2022,0.6689833394129874,25.41120395779504,14.327046383606422,-77.209700268314,0.0,Y.T.
2023,10.956706138173832,-12.363255293822585,6.222774723141078,0.0,0.0,Y.T.
2024,-2.4940148907935944,1.6694914151729856,8.347634817319548,0.0,0.0,Y.T.
2024,0.0,0.0,0.0,0.0,0.0,Y.T.
2020,2671.668076162067,791.5760729232821,260.9533147433148,776.462879605796,9049.85855983292,Y.T.
2021,2788.354204632866,822.3223936312492,296.26724820185746,891.0442961639625,9415.949003558417,Y.T.
2022,2884.0180395964844,1059.5776838335505,348.0061957066394,208.6429333788862,9674.27539702671,Y.T.
2023,3573.4741352418005,1036.9508089323235,412.80384363535296,0.0,10803.327975583798,Y.T.
2024,3471.265593740992,1050.3033051038942,445.5834933217215,0.0,10762.755817935946,Y.T.
2020,-0.7449283642406712,-4.380567030185157,-9.42105636681626,0.0,5.776022297042038,Y.T.
2021,4.36753837469297,3.884190257851161,13.532663301586734,14.756844089744314,4.045261495581376,Y.T.
2022,3.430835107127783,28.85185810818292,17.463606868056637,-76.58444880045633,2.7434982216945736,Y.T.
2023,23.90609511380799,-2.135461632163016,18.61968227236286,0.0,11.6706681608846,Y.T.
2024,-2.860200959419934,1.2876691986304367,7.940732672858575,0.0,-0.3755524014409928,Y.T.
2024,0.0,0.0,0.0,0.0,0.0,Y.T.
2020,300.67718016500004,23.8966597325,21.206507665,48.494162092500005,573.0517346875,N.W.T.
2021,310.36730095250005,17.890590785000004,22.89673057,64.97457732000001,608.8785605200001,N.W.T.
2022,334.5571763575,41.821571725,24.2985312925,16.2699522075,632.7413008,N.W.T.
2023,347.83369687,49.900184280000005,26.30235264,0.0,643.0048174324999,N.W.T.
2024,352.81125,51.04775,30.096000000000004,0.0,694.887,N.W.T.
2020,4.264066872369554,-46.72559598221952,12.77507404697127,0.0,5.453868178798937,N.W.T.
2021,3.222765619320511,-25.133508259029213,7.970302945211527,33.98432824978912,6.251935674191333,N.W.T.
2022,7.793951015703837,133.76294403907795,6.1222746112787,-74.9595105061316,3.91912966349488,N.W.T.
2023,3.968386108780697,19.316855445130955,8.246676819180854,0.0,1.62207155112577,N.W.T.
2024,1.4310152164068055,2.299722408961013,14.42322446179476,0.0,8.068708221295173,N.W.T.
2024,0.0,0.0,0.0,0.0,0.0,N.W.T.
2020,52.469465139821466,4.170070219843496,3.700627078035888,8.462440501806547,100.0,N.W.T.
2021,50.97359655551631,2.9382855539733432,3.760475742559489,10.671188235714824,100.0,N.W.T.
2022,52.87424353910611,6.6095846236247455,3.840199977744206,2.5713434838107223,100.0,N.W.T.
2023,54.09503746159946,7.760468184243166,4.090537415415417,0.0,100.0,N.W.T.
2024,50.77246372431776,7.346194417221794,4.331063899598065,0.0,100.0,N.W.T.
2020,-1.1282671057756488,-49.48084414745912,6.9425673942648425,0.0,0.0,N.W.T.
2021,-2.8509316424685127,-29.538703209568062,1.617257379940229,26.10059986166821,0.0,N.W.T.
2022,3.728689188175638,124.94698021051188,2.1200571587906225,-75.90386911923423,0.0,N.W.T.
2023,2.3088631454186936,17.412343228117532,6.518864619604092,0.0,0.0,N.W.T.
2024,-6.142104513080893,-5.338257398729018,5.880070508002455,0.0,0.0,N.W.T.
2024,0.0,0.0,0.0,0.0,0.0,N.W.T.
2020,6756.183268133203,536.9553238472947,476.5079018739888,1089.6585046849725,12876.409641549077,N.W.T.
2021,6962.186252551651,401.32328641288507,513.62144888849,1457.5153619417215,13658.416754974316,N.W.T.
2022,7487.01301012644,935.919698444668,543.7737785050912,364.1032160120846,14160.03806198948,N.W.T.
2023,7734.450255047584,1109.5833914435648,584.8606386195856,0.0,14297.89240933247,N.W.T.
2024,7810.418444239443,1130.0781597438406,666.2552667972757,0.0,15383.177949859064,N.W.T.
2020,4.11881313908522,-46.79981432324735,12.617963347013683,0.0,5.306956893811443,N.W.T.
2021,3.049102966020767,-25.259464132435383,7.788653004187918,33.758912143130495,6.073176725458396,N.W.T.
2022,7.538246443528274,133.20842077471312,5.870535524139964,-75.01891057072486,3.672616790174277,N.W.T.
2023,3.3048860017536708,18.55540526473529,7.555873736215801,0.0,0.9735450338445027,N.W.T.
2024,0.9822054145642856,1.8470687699833288,13.916927008423974,0.0,7.590528096422178,N.W.T.
2024,0.0,0.0,0.0,0.0,0.0,N.W.T.
2020,250.6928456714212,62.57708261549886,62.7284401625,35.608998765,639.3838779253281,Nun.
2021,265.1598341930072,61.93239639285252,67.2224237525,53.2242614275,615.4741402571372,Nun.
2022,311.0792978666141,77.81409845137068,64.36373131250001,13.7848650575,633.811582637521,Nun.
2023,349.7790461539959,118.234786687737,68.38327675,0.0,737.1700535283354,Nun.
2024,355.95151312208026,135.48882713626907,72.18398975,0.0,792.6125196287887,Nun.
2020,0.3522597627930723,18.00283626283008,0.7744055163579011,0.0,5.32471750784953,Nun.
2021,5.770802307038148,-1.0302273543296605,7.164188330457755,49.46857051149105,-3.7394964893036073,Nun.
2022,17.317654392626693,25.64360978021356,-4.2525875748324005,-74.10041081307027,2.979400949765787,Nun.
2023,12.440476930732824,51.94519893027729,6.24504725803452,0.0,16.307444313450702,Nun.
2024,1.7646760250374705,14.593032162438524,5.55795682896989,0.0,7.520987299346693,Nun.
2024,0.0,0.0,0.0,0.0,0.0,Nun.
2020,39.2085027987989,9.787091100662233,9.810763506587175,5.569267539329272,100.0,Nun.
2021,43.08220554680442,10.062550534938472,10.922054941969671,8.647684434842963,100.0,Nun.
2022,49.08072152485756,12.277165735526298,10.15502604806606,2.174915295825953,100.0,Nun.
2023,47.44889520129579,16.039011096805535,9.276458860841592,0.0,100.0,Nun.
2024,44.90864127263423,17.093954962977843,9.107096842705255,0.0,100.0,Nun.
2020,-4.721073896719319,12.037173281794654,-4.320269827595324,0.0,0.0,Nun.
2021,9.87975176681366,2.8145179343186166,11.327267593764212,55.27507654775796,0.0,Nun.
2022,13.923418965949574,22.008487737759896,-7.022752567890733,-74.84973795918296,0.0,Nun.
2023,-3.3247806325245377,30.64099192204945,-8.651550306872757,0.0,0.0,Nun.
2024,-5.3536629628253,6.577362281284405,-1.825718419894673,0.0,0.0,Nun.
2024,0.0,0.0,0.0,0.0,0.0,Nun.
2020,6350.03028626412,1585.072636477592,1588.9065113731351,901.973169659819,16195.543907528763,Nun.
2021,6614.774090530538,1544.9881852230833,1676.9551402609393,1327.7518691687872,15353.842744527696,Nun.
2022,7683.816175536967,1922.0476337253472,1589.8167546622208,340.4931470297641,15655.467028220848,Nun.
2023,8599.784775010348,2906.960064114696,1681.2941447643398,0.0,18124.309825396096,Nun.
2024,8687.507433809487,3306.7992396502927,1761.753846906889,0.0,19344.845864003808,Nun.
2020,-1.274565796319049,16.08987455639852,-0.8592635109849533,0.0,3.617282689211177,Nun.
2021,4.16917388314022,-2.5288715691658137,5.541460637083828,47.20525109073384,-5.197115748670789,Nun.
2022,16.161430010691213,24.405328927989167,-5.196226393101933,-74.35566426708003,1.964487253854763,Nun.
2023,11.920751076653268,51.24287312694605,5.753958110823576,0.0,15.769844442997872,Nun.
2024,1.0200564443664684,13.754546561249947,4.785581535099381,0.0,6.734248367888052,Nun.
2024,0.0,0.0,0.0,0.0,0.0,Nun.
